record_id,zone,crop,growth_stage,soil_moisture_pct,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,solar_radiation_wm2,water_required_mm,fertilizer_required_kg_ha,irrigation_status,nutrient_status
1499,C,Wheat,Seedling,18.36,28.83,22.82,77.59,5.91,26.78,83.64,54.64,23.0,356.36,10.23,76.72,No/Low Need,High
1500,F,Rice,Flowering,18.73,103.01,52.42,59.69,6.37,38.14,41.67,60.54,16.81,890.95,45.53,52.46,High Need,Moderate
1501,F,Maize,Vegetative,29.47,105.31,24.81,119.07,5.71,23.08,37.46,5.74,1.97,372.55,27.88,50.71,High Need,Moderate
1502,B,Rice,Flowering,48.85,41.98,52.98,108.19,5.43,23.65,55.04,68.01,1.36,559.24,2.77,69.83,No/Low Need,High
1503,D,Potato,Seedling,60.26,26.48,60.59,94.96,7.07,25.96,72.56,66.35,5.79,490.99,0.0,68.5,No/Low Need,High
1504,C,Maize,Vegetative,65.96,93.88,60.56,73.73,7.53,36.91,82.61,37.8,8.64,765.69,11.69,54.33,No/Low Need,Moderate
1505,E,Maize,Vegetative,49.43,41.15,67.06,66.21,7.64,38.65,67.76,44.83,12.63,151.93,10.46,71.38,No/Low Need,High
1506,D,Wheat,Maturity,12.34,59.34,69.75,38.49,6.81,22.84,69.84,57.07,21.11,633.05,16.44,63.58,Moderate Need,High
1507,C,Rice,Vegetative,23.18,26.41,15.41,50.57,5.34,37.01,82.99,54.14,8.56,746.57,29.37,87.35,High Need,High
1508,C,Rice,Vegetative,17.98,42.63,34.03,97.4,7.13,23.68,66.73,1.32,10.04,501.32,40.31,71.06,High Need,High
1509,A,Wheat,Flowering,33.8,99.29,58.1,65.37,5.49,39.35,71.67,9.79,8.9,189.5,28.61,55.46,High Need,Moderate
1510,E,Rice,Flowering,42.08,100.44,44.9,108.23,6.94,31.14,65.97,13.01,1.22,308.08,28.12,50.05,High Need,Moderate
1511,A,Maize,Vegetative,14.6,40.71,23.35,34.79,7.23,18.16,87.83,60.45,23.92,677.72,15.74,81.52,Moderate Need,High
1512,B,Tomato,Vegetative,32.91,53.59,48.69,70.83,7.09,18.75,49.13,35.21,4.34,861.12,23.52,67.95,Moderate Need,High
1513,A,Tomato,Vegetative,22.75,33.42,38.52,84.7,7.67,21.24,50.84,43.64,7.9,458.37,20.46,76.89,Moderate Need,High
1514,A,Maize,Maturity,50.82,27.42,37.3,71.68,7.12,22.13,42.68,61.81,4.1,576.35,3.59,76.89,No/Low Need,High
1515,D,Rice,Seedling,39.86,119.22,66.68,108.92,7.0,34.89,84.17,27.28,12.77,294.13,15.0,35.78,Moderate Need,Moderate
1516,F,Tomato,Vegetative,41.72,85.56,38.53,118.96,5.88,22.9,59.71,59.91,23.37,450.38,7.73,53.89,No/Low Need,Moderate
1517,C,Tomato,Seedling,37.66,74.21,11.85,31.58,7.6,39.32,55.87,35.38,3.42,386.27,17.42,71.73,Moderate Need,High
1518,E,Rice,Vegetative,69.36,96.55,14.06,33.0,5.67,31.99,93.88,30.17,11.58,657.2,8.6,65.93,No/Low Need,High
1519,A,Maize,Flowering,24.88,104.01,69.94,33.03,7.55,33.24,90.61,26.64,1.54,936.99,35.85,55.86,High Need,Moderate
1520,E,Rice,Vegetative,43.0,100.67,77.24,88.12,6.01,22.79,93.32,77.2,19.5,791.31,2.32,45.27,No/Low Need,Moderate
1521,F,Tomato,Seedling,56.16,21.65,58.19,57.27,5.54,37.64,43.54,61.76,16.39,263.34,5.35,76.57,No/Low Need,High
1522,F,Potato,Vegetative,45.41,38.68,35.51,93.33,7.35,32.69,88.48,1.62,17.79,591.03,27.77,73.43,High Need,High
1523,A,Rice,Seedling,67.74,85.49,75.7,60.55,5.21,37.02,54.72,76.59,12.34,156.45,0.0,53.91,No/Low Need,Moderate
1524,B,Tomato,Seedling,34.68,57.58,56.4,82.76,7.36,39.04,35.76,62.04,22.78,309.88,14.58,61.93,Moderate Need,High
1525,A,Maize,Maturity,39.82,118.25,69.1,96.99,5.88,20.76,58.48,11.93,10.83,246.39,14.34,39.06,Moderate Need,Moderate
1526,D,Potato,Flowering,17.31,86.54,63.61,74.82,7.5,20.12,65.55,6.11,13.34,385.21,35.27,57.38,High Need,Moderate
1527,C,Wheat,Maturity,48.54,115.65,36.54,73.95,7.0,35.67,41.49,24.66,17.69,676.99,20.49,48.04,Moderate Need,Moderate
1528,B,Tomato,Maturity,29.29,40.14,43.51,28.82,6.93,37.05,67.26,49.93,13.49,524.48,20.8,76.08,Moderate Need,High
1529,A,Rice,Flowering,21.62,106.4,23.03,61.08,6.15,30.84,84.17,49.32,5.54,892.97,34.41,57.38,High Need,Moderate
1530,E,Rice,Seedling,44.67,52.14,30.44,74.58,5.35,26.05,57.66,22.07,8.61,280.84,12.68,70.49,Moderate Need,High
1531,B,Rice,Flowering,43.94,118.96,64.47,66.2,7.36,32.36,56.16,35.65,3.22,409.58,22.6,47.32,Moderate Need,Moderate
1532,B,Potato,Maturity,16.55,35.77,72.58,110.08,5.64,24.72,55.33,16.95,11.38,380.37,26.56,64.22,High Need,High
1533,A,Tomato,Flowering,53.89,71.63,60.71,110.65,6.17,23.24,90.39,4.05,15.63,300.57,15.38,55.69,Moderate Need,Moderate
1534,B,Tomato,Flowering,49.43,99.28,42.56,102.19,6.76,28.74,37.93,41.36,3.84,944.2,26.1,50.85,High Need,Moderate
1535,E,Potato,Vegetative,23.34,63.26,16.06,57.53,6.45,22.76,61.7,27.76,16.13,429.14,24.18,70.16,Moderate Need,High
1536,F,Rice,Maturity,40.17,66.81,13.99,91.73,5.72,28.64,50.88,43.43,22.43,899.43,23.95,66.72,Moderate Need,High
1537,B,Wheat,Flowering,55.22,118.64,36.2,59.53,5.57,39.05,88.63,75.72,9.11,431.9,0.33,53.6,No/Low Need,Moderate
1538,F,Rice,Maturity,43.77,62.53,42.47,43.26,5.52,36.48,40.76,11.47,6.33,273.48,26.61,69.57,High Need,High
1539,E,Rice,Vegetative,35.73,80.41,52.64,54.29,7.44,38.72,59.69,0.16,22.43,201.33,38.81,62.04,High Need,High
1540,A,Rice,Vegetative,31.34,25.45,10.45,27.1,5.28,35.74,59.41,6.15,17.61,827.23,47.63,91.6,High Need,High
1541,C,Wheat,Vegetative,48.62,104.22,79.28,53.18,7.74,25.8,88.3,37.02,3.53,127.28,2.1,50.96,No/Low Need,Moderate
1542,B,Rice,Flowering,68.35,84.82,35.48,66.07,5.72,35.86,47.93,56.55,10.79,919.74,15.42,63.16,Moderate Need,High
1543,C,Rice,Vegetative,52.3,60.4,69.37,115.55,5.49,38.3,73.69,46.46,17.18,455.46,15.44,58.36,Moderate Need,Moderate
1544,E,Rice,Seedling,16.48,21.62,47.45,51.34,6.7,38.83,43.06,39.59,14.79,310.27,26.48,76.18,High Need,High
1545,B,Rice,Maturity,39.64,79.17,19.13,110.25,5.41,33.03,92.24,28.32,15.85,624.83,21.33,60.85,Moderate Need,High
1546,F,Potato,Seedling,65.45,21.27,65.83,42.89,6.77,22.65,70.58,24.8,14.61,212.98,1.26,74.28,No/Low Need,High
1547,D,Tomato,Maturity,17.67,20.12,59.69,39.1,7.41,18.87,72.58,30.1,20.15,161.32,16.5,80.27,Moderate Need,High
1548,C,Potato,Vegetative,71.33,81.61,46.92,71.9,5.32,21.24,61.03,48.93,8.69,803.62,0.68,61.53,No/Low Need,High
1549,B,Wheat,Maturity,68.94,38.9,46.02,87.25,7.28,39.24,55.54,13.42,18.0,460.97,14.27,70.42,Moderate Need,High
1550,C,Rice,Flowering,16.7,39.19,16.12,24.43,6.23,28.17,47.76,61.71,24.79,540.52,31.49,84.21,High Need,High
1551,B,Tomato,Maturity,68.0,85.33,55.91,42.11,5.61,36.81,71.24,46.02,10.36,250.19,1.98,59.64,No/Low Need,Moderate
1552,A,Rice,Maturity,33.79,25.37,73.79,65.57,5.66,28.23,92.27,21.53,19.99,152.21,16.41,72.59,Moderate Need,High
1553,F,Rice,Seedling,62.68,51.34,16.53,53.1,7.59,32.54,56.59,40.09,6.91,412.61,6.41,75.58,No/Low Need,High
1554,C,Rice,Seedling,37.1,34.94,28.45,91.26,5.49,18.53,87.99,77.02,7.77,530.22,0.0,73.79,No/Low Need,High
1555,D,Rice,Vegetative,38.45,78.02,73.16,71.12,7.45,23.5,43.93,1.64,23.44,750.62,39.14,57.13,High Need,Moderate
1556,D,Rice,Flowering,50.05,86.18,29.9,36.04,6.62,27.6,91.17,15.96,1.62,525.89,19.98,64.7,Moderate Need,High
1557,E,Wheat,Maturity,58.47,92.11,55.78,109.45,5.3,31.87,56.03,35.87,6.22,765.13,11.92,50.65,No/Low Need,Moderate
1558,B,Maize,Vegetative,14.03,45.52,47.44,49.29,6.41,21.77,57.78,51.08,12.59,198.12,16.05,71.34,Moderate Need,High
1559,C,Rice,Flowering,47.59,28.92,51.74,93.11,7.33,34.82,62.77,16.98,10.64,154.37,24.72,75.08,Moderate Need,High
1560,E,Rice,Vegetative,23.2,27.87,39.11,97.99,7.09,26.02,78.09,74.51,16.1,235.03,7.17,74.64,No/Low Need,High
1561,C,Tomato,Maturity,32.76,62.62,31.0,116.32,6.47,35.98,78.18,51.41,5.63,756.21,19.76,59.04,Moderate Need,Moderate
1562,B,Rice,Maturity,32.88,114.58,13.4,69.85,7.44,20.16,63.78,70.19,2.69,745.43,8.18,54.8,No/Low Need,Moderate
1563,D,Rice,Vegetative,40.14,41.77,62.1,81.58,5.51,32.95,66.39,26.35,9.86,220.16,21.22,69.63,Moderate Need,High
1564,A,Tomato,Vegetative,32.05,45.67,62.23,53.49,7.57,24.45,36.8,66.32,13.58,126.34,7.62,72.05,No/Low Need,High
1565,D,Rice,Seedling,18.44,30.09,56.95,87.82,7.4,35.5,53.26,30.26,14.49,682.49,30.24,70.18,High Need,High
1566,E,Rice,Flowering,20.74,80.56,55.05,66.34,7.04,26.85,55.76,20.22,15.44,826.99,48.64,60.01,High Need,High
1567,F,Wheat,Flowering,14.01,87.99,27.06,63.77,7.33,32.64,68.52,72.93,14.17,740.99,23.29,64.14,Moderate Need,High
1568,A,Rice,Seedling,40.21,84.29,11.56,105.55,6.61,38.55,68.5,7.38,6.9,272.38,22.39,55.72,Moderate Need,Moderate
1569,E,Maize,Vegetative,69.27,106.11,66.61,25.02,6.96,18.45,77.59,75.43,19.35,596.2,0.0,52.89,No/Low Need,Moderate
1570,B,Tomato,Vegetative,18.94,68.64,44.38,108.2,6.66,18.24,78.02,36.68,3.11,743.76,23.3,57.7,Moderate Need,Moderate
1571,A,Rice,Flowering,68.78,33.45,31.48,105.21,6.12,34.95,49.11,79.41,5.76,317.45,0.0,74.02,No/Low Need,High
1572,E,Maize,Flowering,56.0,48.94,17.14,70.64,6.68,32.22,81.21,43.17,18.75,548.56,11.05,75.0,No/Low Need,High
1573,B,Wheat,Seedling,50.25,86.24,14.39,69.02,5.87,24.45,36.18,60.6,7.71,367.29,2.58,61.05,No/Low Need,High
1574,D,Rice,Flowering,50.72,81.31,34.42,56.18,6.34,28.88,77.97,0.57,12.84,291.74,25.83,63.18,High Need,High
1575,F,Maize,Flowering,61.6,73.1,66.33,119.42,5.93,18.92,41.12,39.73,8.85,924.15,11.99,54.12,No/Low Need,Moderate
1576,B,Rice,Vegetative,18.42,88.3,74.31,31.12,5.52,22.23,78.78,59.0,13.17,875.69,23.75,58.55,Moderate Need,Moderate
1577,C,Wheat,Seedling,42.29,83.74,72.77,79.02,6.04,27.34,66.63,62.63,9.32,478.82,4.16,49.46,No/Low Need,Moderate
1578,B,Rice,Flowering,53.83,108.13,74.4,88.17,7.42,36.35,61.24,12.64,24.86,216.26,27.56,46.61,High Need,Moderate
1579,B,Wheat,Maturity,47.21,78.6,73.54,113.43,6.19,28.55,76.44,33.52,9.58,718.72,12.53,47.74,Moderate Need,Moderate
1580,F,Rice,Vegetative,61.97,97.86,46.91,98.02,7.14,30.9,37.18,33.53,16.05,317.35,12.97,51.04,Moderate Need,Moderate
1581,C,Tomato,Vegetative,16.34,44.87,25.36,84.38,5.66,37.22,48.41,8.29,22.32,243.24,43.11,74.31,High Need,High
1582,E,Rice,Vegetative,53.44,87.82,65.86,31.68,6.3,24.79,71.99,35.44,16.31,424.3,9.5,57.04,No/Low Need,Moderate
1583,E,Wheat,Flowering,44.04,110.22,24.96,57.37,5.5,33.42,85.83,64.57,14.58,550.37,8.2,58.85,No/Low Need,Moderate
1584,B,Wheat,Vegetative,34.75,58.57,28.7,33.88,5.56,36.96,57.87,24.01,14.66,182.82,21.41,75.79,Moderate Need,High
1585,C,Maize,Vegetative,32.42,97.91,26.33,108.12,6.81,22.46,50.53,34.61,12.92,585.98,20.37,52.19,Moderate Need,Moderate
1586,C,Maize,Flowering,49.25,92.48,46.05,94.96,6.78,25.84,66.12,76.88,20.38,113.05,0.0,53.34,No/Low Need,Moderate
1587,F,Maize,Flowering,65.46,25.95,32.53,95.75,5.75,39.56,72.34,2.54,2.21,858.09,29.8,78.85,High Need,High
1588,D,Tomato,Vegetative,41.77,78.15,20.79,85.23,6.43,39.63,60.21,47.32,22.24,882.63,28.92,61.3,High Need,High
1589,E,Tomato,Vegetative,61.48,33.02,41.72,70.7,7.44,22.91,87.6,59.47,15.07,723.11,0.0,77.2,No/Low Need,High
1590,F,Rice,Flowering,36.13,116.73,71.17,35.0,5.65,19.46,66.41,60.87,21.37,496.57,9.5,50.54,No/Low Need,Moderate
1591,A,Wheat,Seedling,18.14,101.14,49.94,52.97,5.25,23.96,37.15,57.28,1.25,316.66,10.58,54.29,No/Low Need,Moderate
1592,E,Tomato,Seedling,15.69,30.97,71.48,33.69,6.9,26.75,48.38,58.12,21.86,732.5,20.06,71.78,Moderate Need,High
1593,F,Potato,Maturity,15.08,32.18,23.71,92.49,5.34,27.7,62.04,4.72,3.88,892.03,37.31,77.48,High Need,High
1594,E,Tomato,Seedling,34.81,79.45,21.69,36.02,7.75,31.61,76.86,42.73,18.31,234.75,10.84,68.35,No/Low Need,High
1595,D,Wheat,Flowering,32.23,54.49,50.29,90.21,6.79,37.79,48.19,62.64,11.0,495.95,19.88,65.35,Moderate Need,High
1596,A,Rice,Maturity,55.08,23.49,42.43,89.23,6.42,25.27,93.58,7.53,17.35,367.97,12.78,72.96,Moderate Need,High
1597,D,Wheat,Vegetative,56.57,74.16,56.21,65.93,6.32,36.7,54.11,0.96,16.08,403.23,22.77,58.96,Moderate Need,Moderate
1598,A,Maize,Vegetative,15.05,58.78,65.62,33.52,6.69,20.06,66.95,65.16,4.92,444.89,12.3,66.12,Moderate Need,High
1599,B,Wheat,Flowering,25.27,30.11,62.59,51.48,5.44,18.92,36.14,56.98,13.35,909.03,22.08,78.66,Moderate Need,High
1600,F,Wheat,Maturity,28.46,100.19,75.96,52.01,7.62,29.09,88.09,32.98,7.65,319.84,13.12,51.01,Moderate Need,Moderate
1601,A,Tomato,Maturity,44.86,111.51,37.88,90.04,6.83,19.31,82.33,75.23,14.45,518.77,0.0,46.51,No/Low Need,Moderate
1602,D,Wheat,Flowering,20.67,95.66,24.45,31.37,5.68,26.63,46.73,61.33,18.71,908.76,26.35,66.0,High Need,High
1603,E,Tomato,Seedling,20.04,102.24,48.56,102.91,6.66,37.73,90.99,77.43,2.95,504.65,10.82,43.83,No/Low Need,Moderate
1604,A,Wheat,Flowering,68.63,41.65,17.75,96.1,5.55,23.31,53.95,74.35,13.38,834.06,0.0,77.24,No/Low Need,High
1605,F,Rice,Vegetative,60.25,46.36,30.22,38.63,5.25,33.53,76.53,38.5,15.82,149.95,5.08,80.09,No/Low Need,High
1606,A,Wheat,Vegetative,22.84,40.85,24.55,91.92,6.84,24.65,84.14,60.38,8.09,910.08,16.39,72.84,Moderate Need,High
1607,C,Tomato,Seedling,36.39,96.51,37.76,86.85,6.89,18.99,79.45,53.54,23.87,259.4,2.96,50.46,No/Low Need,Moderate
1608,E,Rice,Vegetative,33.34,114.79,17.79,94.81,6.72,30.25,90.05,64.92,13.49,932.94,18.83,49.57,Moderate Need,Moderate
1609,F,Rice,Flowering,59.46,91.68,12.23,38.89,5.68,36.37,86.86,63.02,5.38,249.24,0.0,68.57,No/Low Need,High
1610,F,Potato,Vegetative,42.61,108.15,55.98,35.76,6.77,27.01,94.68,12.26,3.59,477.71,18.32,52.1,Moderate Need,Moderate
1611,B,Rice,Vegetative,19.67,83.87,52.72,43.65,5.35,31.58,45.96,18.7,14.0,362.32,39.38,63.03,High Need,High
1612,D,Maize,Vegetative,56.34,58.77,59.59,56.59,6.78,37.8,53.29,21.26,10.01,468.25,20.38,64.8,Moderate Need,High
1613,B,Maize,Maturity,35.81,62.58,56.23,99.37,6.64,35.37,73.17,65.48,5.62,312.95,7.86,56.99,No/Low Need,Moderate
1614,F,Wheat,Flowering,27.78,27.53,18.0,93.79,6.9,22.27,78.98,64.86,1.74,920.52,14.1,79.8,Moderate Need,High
1615,E,Maize,Vegetative,34.53,23.15,30.38,112.55,7.53,34.13,67.08,39.63,14.6,359.87,19.19,77.74,Moderate Need,High
1616,A,Rice,Seedling,41.87,89.55,19.07,25.86,7.41,29.04,39.44,46.47,15.37,655.28,16.03,65.45,Moderate Need,High
1617,A,Maize,Vegetative,32.59,63.84,69.01,21.16,7.75,34.41,85.5,66.15,4.4,216.83,6.83,69.61,No/Low Need,High
1618,E,Wheat,Maturity,26.51,75.22,62.28,89.91,7.74,28.88,92.65,25.01,15.44,800.73,21.18,57.39,Moderate Need,Moderate
1619,F,Maize,Flowering,35.91,75.77,24.11,47.93,7.21,20.82,59.33,4.01,23.85,561.13,30.88,70.0,High Need,High
1620,A,Rice,Flowering,13.15,47.74,33.89,53.41,7.69,30.54,48.49,38.61,24.48,932.53,52.87,78.47,High Need,High
1621,A,Maize,Flowering,58.35,67.59,77.66,74.68,7.45,28.83,36.16,73.1,22.32,459.89,2.54,60.73,No/Low Need,High
1622,A,Rice,Vegetative,22.26,67.08,51.59,30.24,7.09,29.39,49.24,63.24,20.37,266.13,19.16,67.98,Moderate Need,High
1623,D,Rice,Maturity,14.63,58.84,66.08,84.27,5.4,37.34,77.0,29.33,6.02,394.12,31.48,62.06,High Need,High
1624,D,Rice,Flowering,51.22,102.07,28.52,52.51,5.33,37.69,89.7,5.18,4.75,726.42,36.25,62.08,High Need,High
1625,C,Rice,Seedling,58.44,65.12,24.7,83.27,7.38,27.98,40.61,50.95,11.68,660.24,8.2,65.24,No/Low Need,High
1626,B,Tomato,Seedling,60.83,80.36,64.87,103.4,6.47,28.03,68.2,66.76,15.87,761.6,2.05,47.32,No/Low Need,Moderate
1627,E,Rice,Flowering,41.61,109.55,58.01,37.11,7.32,29.33,76.73,53.2,21.42,162.45,8.37,54.83,No/Low Need,Moderate
1628,E,Potato,Maturity,24.32,106.62,57.67,113.09,6.01,29.43,51.58,34.01,6.57,593.31,24.22,42.39,Moderate Need,Moderate
1629,E,Potato,Vegetative,56.23,109.04,48.68,73.07,6.23,38.91,69.19,9.87,12.51,892.34,30.61,48.66,High Need,Moderate
1630,C,Maize,Maturity,53.98,47.0,49.45,112.29,7.02,32.29,77.91,72.86,16.54,191.72,0.0,63.16,No/Low Need,High
1631,D,Rice,Flowering,26.78,23.5,61.5,40.77,7.58,24.1,85.26,22.08,11.69,180.18,23.49,82.34,Moderate Need,High
1632,F,Wheat,Vegetative,66.2,46.11,28.9,80.46,5.43,29.69,62.15,17.94,11.9,709.11,13.96,74.67,Moderate Need,High
1633,F,Tomato,Seedling,18.26,47.87,34.69,60.39,7.44,31.8,79.87,65.28,6.4,367.91,11.4,71.95,No/Low Need,High
1634,C,Wheat,Seedling,70.96,110.94,71.01,97.42,7.26,32.07,53.11,78.5,24.68,659.79,0.0,40.07,No/Low Need,Moderate
1635,F,Rice,Flowering,63.61,84.92,31.62,80.59,6.02,30.88,47.78,52.81,12.4,563.58,8.81,60.88,No/Low Need,High
1636,E,Maize,Vegetative,53.27,28.17,48.24,69.45,6.12,21.91,46.24,49.98,13.79,938.16,12.59,75.49,Moderate Need,High
1637,B,Tomato,Vegetative,68.32,33.54,59.18,111.3,5.32,18.74,56.53,25.55,6.25,855.7,9.49,69.98,No/Low Need,High
1638,A,Tomato,Flowering,55.34,35.57,79.99,57.71,5.24,25.43,37.15,1.63,13.34,676.36,31.97,73.83,High Need,High
1639,D,Rice,Flowering,23.43,83.04,40.47,42.0,6.44,27.41,51.98,15.34,7.13,322.42,38.56,62.84,High Need,High
1640,D,Maize,Seedling,38.53,93.54,39.97,80.81,5.45,19.36,74.13,46.75,5.86,322.62,3.48,54.38,No/Low Need,Moderate
1641,C,Rice,Vegetative,16.29,105.96,68.98,82.4,5.7,35.93,73.88,12.11,7.62,849.91,50.32,46.99,High Need,Moderate
1642,D,Rice,Vegetative,35.38,114.06,66.39,63.91,7.4,25.57,39.41,70.71,1.07,597.54,12.4,47.48,Moderate Need,Moderate
1643,E,Tomato,Flowering,56.5,40.17,61.18,68.66,6.68,38.1,52.24,15.05,14.68,770.89,34.75,70.11,High Need,High
1644,F,Rice,Maturity,35.19,50.98,42.43,115.96,6.85,21.4,69.17,41.77,10.3,482.38,12.67,62.03,Moderate Need,High
1645,E,Rice,Vegetative,31.82,44.03,32.68,93.27,5.69,19.25,54.11,40.96,22.57,187.61,13.82,72.08,Moderate Need,High
1646,C,Rice,Maturity,47.72,55.88,52.61,31.06,7.35,28.61,60.08,48.32,1.98,382.78,8.09,70.82,No/Low Need,High
1647,E,Tomato,Flowering,64.33,111.47,71.34,41.21,7.46,22.16,77.77,26.19,2.04,236.98,0.0,51.88,No/Low Need,Moderate
1648,F,Tomato,Flowering,14.85,77.51,71.86,117.56,6.56,38.62,35.56,69.88,22.26,764.56,39.81,49.89,High Need,Moderate
1649,B,Maize,Flowering,35.13,93.82,17.59,92.65,7.57,18.23,51.58,35.54,4.04,695.44,19.84,61.47,Moderate Need,High
1650,C,Tomato,Vegetative,21.49,69.01,39.98,111.5,7.4,27.08,43.54,56.01,1.05,175.15,16.03,60.94,Moderate Need,High
1651,B,Rice,Seedling,53.72,22.89,42.53,50.39,7.1,38.39,42.66,50.87,5.29,628.18,13.54,78.37,Moderate Need,High
1652,A,Wheat,Flowering,18.34,26.42,78.43,94.19,7.11,26.46,92.54,9.37,20.77,843.02,36.9,70.07,High Need,High
1653,B,Wheat,Flowering,51.89,73.79,57.46,91.4,5.47,20.05,57.59,49.81,20.27,692.76,8.07,60.7,No/Low Need,High
1654,A,Rice,Flowering,29.17,91.88,38.51,49.47,5.9,24.66,66.63,44.06,9.16,534.45,23.5,61.63,Moderate Need,High
1655,A,Wheat,Vegetative,23.94,41.53,11.82,75.08,5.37,28.96,79.03,71.89,17.03,365.08,9.0,80.09,No/Low Need,High
1656,B,Potato,Maturity,68.18,92.19,49.58,82.74,5.22,22.07,37.85,70.47,13.17,854.03,0.0,55.27,No/Low Need,Moderate
1657,C,Rice,Flowering,13.11,101.07,16.73,68.11,5.61,28.26,49.46,12.08,22.71,459.38,51.94,61.53,High Need,High
1658,F,Rice,Seedling,38.27,61.19,68.41,102.72,7.49,36.4,84.93,6.53,2.35,827.08,27.25,56.74,High Need,Moderate
1659,E,Rice,Vegetative,13.3,94.64,62.68,103.29,5.82,37.2,86.72,23.57,20.52,765.55,46.72,48.76,High Need,Moderate
1660,E,Rice,Flowering,41.02,60.4,42.24,105.06,7.72,19.08,57.38,78.93,5.09,793.79,4.3,66.84,No/Low Need,High
1661,F,Potato,Flowering,42.06,87.84,40.04,100.34,6.75,21.54,57.49,1.73,10.4,941.33,36.13,55.14,High Need,Moderate
1662,A,Wheat,Vegetative,31.3,96.4,72.81,68.81,5.82,24.06,80.41,53.83,5.61,736.44,12.51,50.51,Moderate Need,Moderate
1663,A,Wheat,Maturity,19.93,119.19,30.19,58.14,6.49,31.09,52.7,48.68,17.86,128.93,14.93,47.99,Moderate Need,Moderate
1664,C,Tomato,Vegetative,34.58,54.54,27.43,103.14,5.77,25.94,42.03,51.73,17.28,274.62,14.33,68.15,Moderate Need,High
1665,D,Rice,Vegetative,52.34,61.1,75.74,69.02,7.76,36.57,50.45,17.46,14.15,129.92,21.84,63.57,Moderate Need,High
1666,B,Wheat,Maturity,58.94,36.56,66.65,44.64,7.4,33.77,58.24,18.14,17.76,261.43,11.54,73.05,No/Low Need,High
1667,A,Wheat,Maturity,43.85,40.41,67.44,70.73,5.27,20.21,38.13,34.45,16.35,152.22,7.43,69.86,No/Low Need,High
1668,E,Maize,Flowering,47.39,89.34,23.66,34.18,7.66,31.74,63.72,7.67,19.63,526.37,29.28,69.19,High Need,High
1669,C,Potato,Maturity,24.04,111.7,20.03,89.16,7.07,20.49,79.4,5.97,6.75,123.98,18.2,50.73,Moderate Need,Moderate
1670,B,Tomato,Seedling,29.24,59.46,11.82,53.59,5.41,23.61,65.82,7.07,11.29,501.69,21.05,73.77,Moderate Need,High
1671,C,Wheat,Maturity,21.71,37.98,26.59,46.07,6.94,21.91,39.31,45.84,4.64,864.01,19.8,77.79,Moderate Need,High
1672,B,Tomato,Vegetative,26.96,48.51,64.19,115.65,6.88,21.81,61.41,31.82,11.31,736.29,26.33,60.56,High Need,High
1673,B,Rice,Vegetative,25.49,65.51,26.8,97.69,5.77,31.56,77.53,23.49,17.84,902.36,40.35,65.41,High Need,High
1674,F,Rice,Vegetative,43.17,49.07,61.04,98.71,7.17,30.4,38.49,25.27,17.59,292.65,24.65,64.15,Moderate Need,High
1675,A,Rice,Vegetative,45.76,43.36,27.63,82.37,5.43,21.87,38.59,16.58,18.03,551.42,25.53,75.55,High Need,High
1676,C,Rice,Vegetative,68.7,93.6,37.67,103.92,6.47,39.78,57.24,32.92,8.41,370.79,12.82,50.92,Moderate Need,Moderate
1677,C,Wheat,Vegetative,23.73,20.78,78.82,95.92,5.23,27.28,46.7,16.24,16.89,519.75,28.84,72.73,High Need,High
1678,F,Maize,Seedling,50.5,73.92,27.14,79.88,7.72,20.14,91.09,55.84,9.82,573.51,0.0,63.75,No/Low Need,High
1679,E,Potato,Vegetative,61.04,99.38,36.35,116.11,7.15,20.65,69.88,9.91,23.67,130.76,7.03,50.32,No/Low Need,Moderate
1680,E,Wheat,Flowering,45.61,46.62,31.08,39.16,5.61,30.85,52.24,75.86,9.24,298.27,2.26,79.85,No/Low Need,High
1681,A,Wheat,Vegetative,27.3,80.33,17.67,114.34,6.09,39.54,77.29,7.19,15.47,699.06,34.99,59.03,High Need,Moderate
1682,A,Rice,Vegetative,27.75,86.89,44.29,60.14,5.62,30.58,57.5,75.48,19.0,756.99,20.25,60.53,Moderate Need,High
1683,D,Rice,Flowering,14.36,85.5,36.51,72.84,7.19,38.88,42.93,66.66,22.75,584.03,40.35,61.59,High Need,High
1684,F,Maize,Maturity,30.33,64.58,58.64,32.27,5.35,27.77,49.23,54.46,11.51,330.2,12.23,68.01,Moderate Need,High
1685,E,Wheat,Flowering,56.68,54.66,67.23,74.01,7.39,27.59,73.56,72.98,9.65,444.32,0.0,66.59,No/Low Need,High
1686,B,Tomato,Vegetative,14.85,103.59,48.1,81.12,7.65,29.0,38.11,11.14,11.32,181.63,37.02,53.06,High Need,Moderate
1687,C,Rice,Flowering,25.16,95.84,12.25,119.77,6.96,33.34,51.36,14.11,8.77,910.2,55.07,56.09,High Need,Moderate
1688,A,Rice,Vegetative,54.37,52.13,53.32,117.52,5.75,26.09,47.5,20.17,16.69,838.38,26.41,62.62,High Need,High
1689,C,Wheat,Seedling,58.96,30.3,13.88,116.64,6.14,37.01,47.07,19.58,23.39,155.76,10.55,72.25,No/Low Need,High
1690,C,Rice,Vegetative,39.32,27.18,53.14,54.84,6.44,18.64,75.97,24.87,4.03,241.52,11.02,75.4,No/Low Need,High
